word,pos,cefr_level,uzbek_translation
mainstream,"n., adj.",C1,"asosiy oqim, markaziy"
maintenance,n.,C1,"ta'mirlash, texnik xizmat"
makeup,n.,B2,"pardoz, tarkib"
making,n.,B2,"yasash, tuzish"
mandate,n.,C1,"vakolat, topshiriq"
mandatory,adj.,C1,majburiy
manifest,v.,C1,"namoyon bo'lmoq, manifest"
manipulate,v.,C1,"boshqarmoq, manipulyatsiya"
manipulation,n.,C1,"manipulyatsiya, boshqaruv"
manufacture,v.,B2,ishlab chiqarmoq
manufacturing,n.,B2,ishlab chiqarish
manuscript,n.,C1,qo'lyozma
marathon,n.,B2,marafon
margin,n.,B2,"chegara, farq"
marginal,adj.,C1,"chegaraviy, unchalik emas"
marine,adj.,C1,"dengiz, suv osti"
marker,n.,B2,"marker, belgi"
marketplace,n.,C1,"bozor, savdo joyi"
martial,adj.,B2,"harbiy, jang"
mask,n.,C1,"niqob, yuzparda"
massacre,n.,C1,"qirg'in, o'ldirish"
mate,"n., v.",B2,"hamroh, juft, do'st"
mathematical,adj.,C1,matematik
mature,"adj., v.",C1,"etuk, pishgan"
maximize,v.,C1,maksimal darajaga yetkazmoq
meaningful,adj.,C1,"ma'noli, muhim"
meantime,n.,C1,"shu orada, shu paytda"
mechanic,n.,B2,"mexanik, usta"
mechanical,adj.,B2,"mexanik, mashinaga oid"
mechanism,n.,B2,"mexanizm, usul"
medal,n.,B2,medal
medication,n.,B2,"dori-darmon, davo"
medieval,adj.,C1,o'rta asrlar
meditation,n.,C1,"meditatsiya, o'y-xayol"
melody,n.,C1,"kuy, melodiya"
membership,n.,B2,a'zolik
memo,n.,C1,"yozma eslatma, memo"
memoir,n.,C1,"xotiralar, memuarlar"
memorable,adj.,B2,yodda qolarli
memorial,n.,C1,"yodgorlik, xotira"
mentor,n.,C1,"ustoz, mentor"
merchant,n.,C1,"savdogar, tujjor"
mercy,n.,C1,"rahm, shafqat"
mere,adj.,C1,"faqat, oddiy"
merely,adv.,C1,faqatgina
merge,v.,C1,"qo'shilmoq, birlashtirmoq"
merger,n.,C1,"birlashma, qo'shilish"
merit,n.,C1,"xizmat, afzallik"
metaphor,n.,B2,"metafora, majoz"
methodology,n.,C1,"metodologiya, uslubiyat"
midst,n.,C1,"o'rta, orasida"
migration,n.,C1,"migratsiya, ko'chish"
militant,"n., adj.",C1,"jangari, kurashchi"
militia,n.,C1,"militsiya, yarim harbiy guruh"
mill,n.,C1,"tegirmon, fabrika"
miner,n.,B2,"konchi, togʼ ishchisi"
minimal,adj.,C1,"minimal, eng kam"
minimize,v.,C1,"kamaytirmoq, minimallashtirmoq"
mining,n.,C1,"konchilik, qazib olish"
ministry,n.,C1,vazirlik
miracle,n.,C1,"mo''jiza, karomat"
miserable,adj.,B2,"baxtsiz, yoqimsiz"
misery,n.,C1,"baxtsizlik, qiyinchilik"
misleading,adj.,C1,"chalg'ituvchi, noto'g'ri"
missile,n.,C1,"raketa, o'q"
mob,n.,C1,"olomon, to'da"
mobile,adj.,C1,"mobil, harakatchan"
mobility,n.,C1,"harakatchanlik, mobillik"
mobilize,v.,C1,"safarbar qilmoq, mobilizatsiya"
mode,n.,B2,"rejim, usul"
moderate,adj.,C1,"mo'tadil, o'rtacha"
modest,adj.,B2,"kamtarin, o'rtacha"
modification,n.,C1,"o'zgartirish, modifikatsiya"
module,n.,C1,"modul, bo'lim"
momentum,n.,C1,"tezlik, harakatlanish kuchi"
monk,n.,C1,"rohib, mutasavvif"
monopoly,n.,C1,monopoliya
monster,n.,B2,"maxluq, dev"
monthly,adj.,B2,"oylik, har oyda"
monument,n.,B2,"yodgorlik, abadiy asar"
morality,n.,C1,"axloqiylik, ma'naviyat"
moreover,adv.,B2,"bundan tashqari, hatto"
mortgage,n.,B2,"ipoteka, garov"
mosque,n.,B2,masjid
mosquito,n.,B2,"pashshasi, chivin"
motion,n.,B2,"harakat, taklif"
motivate,v.,B2,"rag'batlantirmoq, undamoq"
motivation,n.,B2,"motivatsiya, rag'bat"
motive,n.,C1,"sabab, niyat"
moving,adj.,B2,"harakatlanuvchi, ta'sirchan"
municipal,adj.,C1,"shahar, munitsipal"
mutual,adj.,C1,"o'zaro, ikki tomonlama"
myth,n.,B2,"afsona, mif"
naked,adj.,B2,yalang'och
namely,adv.,C1,"ya'ni, xususan"
nasty,adj.,B2,"yoqimsiz, qo'pol"
nationwide,adj.,C1,butun mamlakat bo'ylab
naval,adj.,C1,"dengiz, harbiy-dengiz"
navigation,n.,B2,"navigatsiya, yo'l topish"
nearby,"adj., adv.",B2,"yaqin, atrofida"
necessity,n.,B2,"zaruriyat, ehtiyoj"
neglect,"v., n.",C1,"e'tiborsizlik, qarovsiz qoldirmoq"
negotiate,v.,B2,muzokara qilmoq
negotiation,n.,B2,"muzokara, kelishuv"
neighboring,adj.,C1,"qo'shni, yonidagi"
nest,n.,C1,"in, uy"
neutral,adj.,B2,"betaraf, neytral"
newly,adv.,B2,"yangi, hozir"
newsletter,n.,C1,axborot byulleteni
niche,n.,C1,"tor soha, niche"
nickel,n.,B2,"nikel, besh sentlik"
noble,adj.,C1,"ulug'vor, sharafli"
nod,v.,C1,"bosh egmoq, ma'qullash"
nominate,v.,C1,nomzod ko'rsatmoq
nomination,n.,C1,"nomzod ko'rsatish, nominatsiya"
nominee,n.,C1,nomzod
nonetheless,adv.,C1,"shunga qaramay, lekin"
nonprofit,adj.,C1,"notijorat, foydani ko'zlamaydigan"
nonsense,n.,C1,"bema'nilik, g'aysafsotlik"
noon,n.,C1,"tush, tushlik vaqti"
norm,n.,B2,"norma, me'yor"
notable,adj.,C1,"diqqatga sazovor, ko'zga ko'ringan"
notably,adv.,C1,"ayniqsa, ko'zga ko'ringan"
notebook,n.,B2,"daftar, noutbuk"
notify,v.,C1,"xabar bermoq, bildirmoq"
notorious,adj.,C1,"badnom, mashhur"
novelist,n.,B2,"romanchisi, yozuvchi"
nowadays,adv.,B2,"hozirgi kunda, bugun"
nursery,n.,C1,"bog'cha, ko'chatchilik"
nursing,adj.,B2,"hamshiralik, parvarish"
nutrition,n.,B2,"ovqatlanish, oziq-ovqat"
obesity,n.,B2,"semizlik, ortiqcha vaznlilik"
objection,n.,C1,"e'tiroz, qarshilik"
oblige,v.,C1,"majburlash, bog'lash"
observer,n.,B2,"kuzatuvchi, stajyor"
obsess,v.,C1,"qiziqib ketmoq, obsessiya"
obsession,n.,C1,"qiziqish, haddan ziyod shug'ullanish"
obstacle,n.,B2,"to'siq, xalaqit"
occasional,adj.,C1,"ba'zan, vaqti-vaqti bilan"
occupation,n.,B2,"kasb, ish, egallash"
occupy,v.,B2,"egallash, band qilmoq"
occurrence,n.,C1,"holat, voqea"
odds,n.,C1,"ehtimollik, imkoniyat"
offender,n.,B2,"jinoyatchi, qoidabuzar"
offering,n.,C1,"taklif, qurbon"
offspring,n.,C1,"farzand, avlod"
ongoing,adj.,B2,"davom etayotgan, joriy"
openly,adv.,B2,"ochiq, oshkora"
opera,n.,B2,opera
operational,adj.,C1,"operatsional, faoliyat"
operator,n.,B2,"operator, ishchi"
opt,v.,C1,tanlamoq
optical,adj.,C1,"optik, ko'rish"
optimism,n.,C1,"optimizm, umid"
optimistic,adj.,B2,"optimistik, umidli"
oral,adj.,C1,og'zaki
orchestra,n.,B2,orkestr
organic,adj.,B2,"organik, tabiiy"
organizational,adj.,C1,tashkiliy
orientation,n.,C1,"orientatsiya, yo'nalish"
originate,v.,C1,"kelib chiqmoq, boshlanmoq"
outbreak,n.,C1,"epidemiya boshlanishi, portlash"
outfit,n.,B2,"kiyim, asbob-uskunalar"
outing,n.,C1,"sayohat, chiqish"
outlet,n.,C1,"chiqish joyi, do'kon"
outlook,n.,C1,"istiqbol, nuqtai nazar"
output,n.,B2,"chiqish, mahsulot"
outrage,"n., v.",C1,"g'azab, norozi bo'lish"
outsider,n.,C1,"begona, tashqaridagi"
outstanding,adj.,B2,"ajoyib, ko'zga ko'ringan"
overcome,v.,B2,"yengmoq, bartaraf qilmoq"
overlook,v.,C1,"e'tiborsiz qoldirmoq, ko'zmok"
overly,adv.,C1,haddan tashqari
overnight,adv.,B2,"tunda, bir kechada"
oversee,v.,C1,nazorat qilmoq
overturn,v.,C1,"ag'darmoq, bekor qilmoq"
overwhelm,v.,C1,"bosib olmoq, haddan oshmoq"
overwhelming,adj.,C1,"juda kuchli, bosib kelgan"
ownership,n.,B2,"mulkdorlik, egalik"
oxygen,n.,B2,kislorod
packet,n.,B2,"paket, to'plam"
pad,n.,C1,"yostiqcha, daftar"
palm,n.,B2,"kaftga, xurmo"
panic,n.,B2,"vahima, dahshat"
parade,n.,B2,"parad, kortej"
parallel,"adj., n.",B2,"parallel, bir xil"
parameter,n.,C1,"parametr, o'lcham"
parental,adj.,C1,"ota-onalik, ota-onaga oid"
parliament,n.,C1,parlament
partial,adj.,C1,"qisman, tarafkash"
partially,adv.,C1,qisman
participation,n.,B2,ishtirok
partnership,n.,B2,"sheriklik, hamkorlik"
part-time,adj.,B2,qisman ish vaqti
passing,n.,C1,"o'tish, vafot etish"
passionate,adj.,B2,"ishtiyoqli, qizg'in"
passive,adj.,C1,"passiv, faoliyatsiz"
password,n.,B2,"parol, kalit so'z"
pastor,n.,C1,"ruhoniy, pastir"
patch,n.,B2,"yamoq, tuzatmoq"
patent,n.,C1,"patent, ixtiro huquqi"
pathway,n.,C1,"yo'l, yo'nalish"
patience,n.,B2,"sabr, chidamlilik"
patrol,"n., v.",C1,"qorovul, patrul"
patron,n.,C1,"homiy, qo'llab-quvvatlovchi"
pause,"v., n.",B2,"to'xtatish, pauza"
peak,n.,C1,"cho'qqi, eng yuqori"
peasant,n.,C1,"dehqon, qishloq ahli"
peculiar,adj.,C1,"o'ziga xos, g'alati"
peer,n.,B2,"tengdosh, do'st"
penalty,n.,B2,"jarima, jazo"
pension,n.,C1,"pensiya, nafaqa"
perceive,v.,B2,"his qilmoq, sezmoq"
perception,n.,B2,"idrok, his etish"
permanently,adv.,B2,doimiy ravishda
persist,v.,C1,"davom etmoq, turishmoq"
persistent,adj.,C1,"davomli, qaysarlik bilan"
personnel,n.,C1,"xodimlar, hodimlar"
petition,n.,C1,"ariza, murojaat"
pharmacy,n.,B2,"dorixona, farmatsiya"
philosopher,n.,C1,faylasuf
philosophical,adj.,C1,falsafiy
physician,n.,B2,"shifokor, tabib"
pill,n.,B2,"hap, dori"
pioneer,"n., v.",C1,"kashshof, birinchilardan"
pipeline,n.,C1,"quvur, neft quvuri"
pirate,n.,C1,"qaroqchi, pirat"
pit,n.,C1,"chuqur, shaxta"
pity,n.,B2,"achinish, shafqat"
placement,n.,B2,"joylashtirish, lavozim"
plea,n.,C1,"iltimos, so'rov"
plead,v.,C1,"iltimos qilmoq, ayb iqror bo'lmoq"
pledge,"v., n.",C1,"va'da, kafolat"
plug,"v., n.",C1,"shtekar, tiqin"
plunge,v.,C1,"pastga tushmoq, shoshilib kirmoq"
pole,n.,C1,"qutb, ustun"
poll,n.,C1,"so'rov, ovoz berish"
pond,n.,C1,"ko'l, hovuz"
portfolio,n.,C1,"portfel, to'plam"
portion,n.,B2,"ulush, qism"
portray,v.,C1,"tasvirlamoq, ifodalash"
postpone,v.,C1,"kechiktirmoq, qoldirmoq"
postwar,adj.,C1,urushdan keyingi
potentially,adv.,B2,"potentsial ravishda, ehtimol"
practitioner,n.,C1,"amaliyotchi, mutaxassis"
preach,v.,C1,"va'z bermoq, targ'ib qilmoq"
precede,v.,B2,"oldin bo'lmoq, oldinda turmoq"
precedent,n.,C1,"precedent, o'rnaklik holat"
precious,adj.,B2,"qimmatbaho, qadrli"
precise,adj.,B2,"aniq, to'g'ri"
precisely,adv.,B2,"aniq, aynan"
precision,n.,C1,"aniqlik, puxtalik"
predator,n.,C1,"yirtqich, ovchi"
predecessor,n.,C1,"oldingi, selefi"
predictable,adj.,B2,"bashoratchan, kutilgan"
predominantly,adv.,C1,"asosan, ko'proq"
preference,n.,B2,"afzallik, tanlov"
pregnancy,n.,C1,homiladorlik
prejudice,n.,C1,"xurafot, oldindan shakllangan fikr"
preliminary,adj.,C1,"dastlabki, tayyorlov"
premier,n.,C1,"bosh vazir, birinchi"
premise,n.,C1,"asos, taklif"
premium,n.,C1,"mukofot, yuqori sifat"
prescribe,v.,C1,"dori buyurmoq, belgilamoq"
prescription,n.,C1,"retsept, ko'rsatma"
presently,adv.,C1,"hozirgi vaqtda, tez orada"
preservation,n.,C1,"saqlash, muhofaza"
preside,v.,C1,"raislik qilmoq, boshqarmoq"
presidency,n.,C1,prezidentlik
presidential,adj.,B2,"prezidentlik, prezidentga oid"
prestigious,adj.,C1,"nufuzli, obro'li"
presumably,adv.,C1,"ehtimol, taxminan"
presume,v.,C1,"taxmin qilmoq, bildirmoq"
prevail,v.,C1,"g'alaba qilmoq, ustun bo'lmoq"
prevalence,n.,C1,keng tarqalganlik
prevention,n.,C1,"oldini olish, profilaktika"
prey,n.,C1,"o'lja, qurbon"
pride,n.,B2,"g'urur, iftixor"
primarily,adv.,B2,"asosan, birinchi navbatda"
prior,adj.,B2,"oldingi, avvalgi"
privatization,n.,C1,xususiylashtirish
privilege,n.,C1,"imtiyoz, afzallik"
probability,n.,B2,ehtimollik
probable,adj.,B2,ehtimoliy
probe,"n., v.",C1,"tekshirmoq, zond"
problematic,adj.,C1,muammoli
proceed,v.,B2,"davom etmoq, oldinga bormoq"
proceeding,n.,C1,"jarayon, ish yuritish"
proceeds,n.,C1,"tushum, daromad"
processing,n.,C1,qayta ishlash
processor,n.,C1,"protsessor, qayta ishlovchi"
proclaim,v.,C1,e'lon qilmoq
productive,adj.,C1,"samarali, unumdor"
productivity,n.,C1,"samaradorlik, unumdorlik"
profitable,adj.,C1,"foydali, daromadli"
profound,adj.,C1,"chuqur, ulug'vor"
programming,n.,B2,"dasturlash, dastur tuzish"
progressive,adj.,B2,"progressiv, rivojlanuvchi"
prohibit,v.,B2,"taqiqlamoq, man etmoq"
projection,n.,C1,"prognoz, proyeksiya"
prominent,adj.,C1,"ko'zga ko'ringan, mashhur"
promising,adj.,B2,"istiqbolli, umidli"
promotion,n.,B2,"rag'bat, ko'tarilish"
prompt,v.,B2,"tezkor, undamoq"
pronounced,adj.,C1,"aniq, ko'zga ko'rinuvchi"
propaganda,n.,C1,"targ'ibot, propaganda"
proportion,n.,B2,"nisbat, ulush"
proposition,n.,C1,"taklif, fikr"
prosecute,v.,C1,"sud qilmoq, ta'qib qilmoq"
prosecution,n.,C1,"da'vo, sud jarayoni"
prosecutor,n.,C1,prokuror
prospective,adj.,C1,"kelajakdagi, kutilgan"
prosperity,n.,C1,"farovonlik, gullash"
protective,adj.,C1,himoya qiluvchi
protein,n.,B2,"oqsil, protein"
protester,n.,B2,namoyishchi
protocol,n.,C1,"protokol, qoidalar"
province,n.,C1,"viloyat, provinsiya"
provincial,adj.,C1,"viloyat, provinsiya"
provision,n.,C1,"ta'minlash, qoida"
provoke,v.,C1,"qo'zg'atmoq, undamoq"
psychiatric,adj.,C1,psixiatrik
psychological,adj.,B2,psixologik
publicity,n.,B2,"shuhrat, reklama"
publishing,n.,B2,"nashriyot, chop etish"
pulse,n.,C1,"puls, zarba"
pump,"v., n.",C1,"nasos, pumpalamoq"
punch,"n., v.",C1,"musht, zarba"
punk,n.,B2,"punk, yosh boshboshdoq"
purely,adv.,B2,"sof, faqat"
pursuit,n.,B2,"quvish, intilish"
puzzle,n.,B2,"boshqotirma, chalkashlik"
query,n.,C1,"so'rov, savol"
quest,n.,C1,"qidirish, topshiriq"
questionnaire,n.,B2,"anketa, so'rovnoma"
quota,n.,C1,"kvota, ulush"
racial,adj.,B2,irqiy
racism,n.,B2,irqchilik
racist,"adj., n.",B2,irqchi
radar,n.,C1,radar
radiation,n.,B2,"nurlanish, radiatsiya"
radical,adj.,C1,"radikal, tubdan"
rage,n.,C1,"g'azab, qahr"
raid,"n., v.",C1,"bostirib kirish, reyd"
rail,n.,B2,"temir yo'l, to'siq"
rally,"n., v.",C1,"mitingi, qo'llab-quvvatlash"
random,adj.,B2,"tasodifiy, ixtiyoriy"
ranking,n.,C1,"reyting, turkumlash"
rape,"n., v.",C1,zo'rlash
rat,n.,B2,"kalamush, xiyonatchi"
rating,n.,B2,"reyting, baho"
ratio,n.,C1,"nisbat, koeffitsient"
rational,adj.,C1,"ratsional, mantiqiy"
ray,n.,C1,"nur, strelka"
readily,adv.,C1,"osongina, tayyor"
realization,n.,C1,"anglash, amalga oshirish"
realm,n.,C1,"soha, qirollik"
rear,"adj., n.",C1,"orqa, tarbiyalamoq"
reasonably,adv.,B2,"oqilona, ma'qul darajada"
reasoning,n.,C1,"mantiq, o'ylash"
reassure,v.,C1,tasalli bermoq
rebel,n.,C1,"isyonchi, norozilik bildirmoq"
rebellion,n.,C1,"isyon, qo'zg'olon"
rebuild,v.,B2,qayta qurmoq
receiver,n.,B2,"qabul qiluvchi, resiver"
recession,n.,B2,"tanazzul, iqtisodiy inqiroz"
recipient,n.,C1,"oluvchi, qabul qiluvchi"
reckon,v.,B2,"hisoblash, taxmin qilmoq"
recognition,n.,B2,"tan olish, e'tirof"
reconstruction,n.,C1,"qayta qurish, rekonstruktsiya"
recovery,n.,B2,"tiklanish, sog'ayish"
recruit,"v., n.",B2,"yollash, yangi a'zo"
recruitment,n.,C1,"yollash, kadrlar tanlash"
referee,n.,B2,"hakam, bosh hukamdon"
referendum,n.,C1,referendum
reflection,n.,C1,"aks, o'y-mulohaza"
reform,"n., v.",C1,"islohot, o'zgartirish"
refuge,n.,C1,"boshpana, himoya"
refugee,n.,B2,qochqin
refusal,n.,C1,"rad etish, bosh tortish"
regain,v.,C1,qaytarib olmoq
regardless,adv.,C1,"qaramay, farq qilmaydi"
regime,n.,C1,"rejim, hukumat"
registration,n.,B2,ro'yxatdan o'tish
regulate,v.,B2,"tartibga solmoq, boshqarmoq"
regulator,n.,C1,"tartibga soluvchi, nazoratchi"
regulatory,adj.,C1,tartibga soluvchi
rehabilitation,n.,C1,"reabilitatsiya, tiklash"
reign,"n., v.",C1,"podsholik, hukmronlik"
reinforce,v.,C1,"mustahkamlash, kuchaytirmoq"
relevance,n.,C1,"tegishlilik, ahamiyat"
reluctant,adj.,C1,"istamaydigan, istamay"
reluctantly,adv.,C1,istamasdan
remainder,n.,C1,"qoldiq, qolgan"
remains,n.,C1,"qoldiqlar, vafot etgan"
remedy,n.,C1,"davo, to'g'rilash"
renowned,adj.,C1,"mashhur, tanilgan"
repeal,v.,C1,"bekor qilmoq, rad etmoq"
reportedly,adv.,C1,xabar berilishicha
republic,n.,B2,respublika
resignation,n.,C1,iste'fo
restoration,n.,C1,"tiklash, qayta o'rnatish"
restore,v.,B2,"tiklash, qayta o'rnatmoq"
restriction,n.,B2,cheklov
retaliation,n.,C1,"qasos, jazo"
retention,n.,C1,"saqlash, ushlab turish"
retirement,n.,B2,nafaqaga chiqish
retrieve,v.,C1,"qaytarib olmoq, olmoq"
revelation,n.,C1,"kashfiyot, oshkor qilish"
revenue,n.,C1,"daromad, tushum"
reverse,v.,B2,"teskari, qaytarmoq"
revival,n.,C1,"qayta tiklash, jonlanish"
revolt,"n., v.",C1,"isyon, qo'zg'olon"
revolutionary,adj.,C1,inqilobiy
ridicule,"n., v.",C1,"masxara, kulmoq"
ridiculous,adj.,B2,"kulgili, bema'ni"
rigid,adj.,C1,"qattiq, qat'iy"
riot,n.,C1,"tartibsizlik, g'alayonlar"
ritual,n.,C1,"marosim, rasm-rusm"
robust,adj.,C1,"mustahkam, kuchli"
ruling,"n., adj.",C1,"hukm, boshqaruvchi"
sacrifice,"n., v.",C1,"qurbon, fidoiylik"
sanction,n.,C1,"sanksiya, jazolash"
scandal,n.,B2,"janjal, skandal"
scope,n.,C1,"ko'lam, doiraviy nuqtai nazar"
scripture,n.,C1,muqaddas kitob
secrecy,n.,C1,"maxfiylik, sir"
seemingly,adv.,C1,"ko'rinishdan, go'yo"
seize,v.,C1,"egallamoq, ushlash"
sensation,n.,C1,"sezgi, hayajon"
sensitivity,n.,C1,"sezgirlik, noziklik"
shrine,n.,C1,"ziyoratgoh, muqaddas joy"
siege,n.,C1,"qamal, qurshab olish"
simplify,v.,C1,soddalashtirmoq
skeptical,adj.,C1,"shubhali, skeptik"
slavery,n.,C1,qullik
solely,adv.,C1,faqat
solidarity,n.,C1,"hamjihatlik, birdamlik"
sophisticated,adj.,C1,"murakkab, tajribali"
sovereignty,n.,C1,"suverenitet, mustaqillik"
speculation,n.,C1,"mulohaza, spekulyatsiya"
sphere,n.,C1,"soha, shar"
spine,n.,C1,umurtqa pog'onasi
spokesperson,n.,C1,"matbuot kotibi, vakili"
stability,n.,B2,barqarorlik
stereotype,n.,C1,"stereotip, andoza"
straightforward,adj.,B2,"to'g'ridan-to'g'ri, oddiy"
strategic,adj.,B2,"strategik, taktik"
strengthen,v.,B2,"mustahkamlash, kuchaytirmoq"
stride,n.,C1,"katta qadam, rivojlanish"
submission,n.,C1,"bo'ysunish, topshirish"
subsidy,n.,C1,"subsidiya, dotatsiya"
substantial,adj.,B2,"muhim, katta"
substantially,adv.,B2,"sezilarli, katta darajada"
sue,v.,B2,"sudga bermoq, da'vo qilmoq"
superb,adj.,B2,"ajoyib, a'lo"
supplement,"n., v.",C1,"qo'shimcha, to'ldirish"
surge,"n., v.",C1,"kuchli oshish, to'lqin"
surrender,"n., v.",C1,taslim bo'lmoq
sustainability,n.,C1,"barqarorlik, davomiyligi"
sustainable,adj.,B2,"barqaror, davomiy"
suspicion,n.,B2,"shubha, gumon"
suspicious,adj.,B2,"shubhali, gumonli"
sustain,v.,C1,"saqlash, qo'llab-quvvatlash"
tackle,v.,B2,"hal qilmoq, kurashmoq"
technically,adv.,B2,texnik jihatdan
tension,n.,B2,"taranglik, ziddiyat"
testimony,n.,C1,"guvohlik, ko'rsatuv"
texture,n.,C1,"tuzilma, to'qima"
thereafter,adv.,C1,"undan keyin, shundan so'ng"
thereby,adv.,C1,"shu orqali, shundan"
tolerance,n.,C1,"bardoshlillik, bag'rikenglik"
tolerate,v.,B2,"bardosh bermoq, qabul qilmoq"
trait,n.,C1,"xususiyat, belgi"
transparent,adj.,C1,"shaffof, ochiq"
tremendous,adj.,B2,"katta, ulkan"
tribal,adj.,C1,"qabilaga oid, qabila"
trustworthy,adj.,C1,"ishonchli, ishonchga sazovor"
tumor,n.,C1,"o'sma, shish"
undertake,v.,B2,"o'z zimmasiga olmoq, bajarmoq"
universal,adj.,B2,"universal, umumiy"
unprecedented,n.,C1,"misli ko'rilmagan, beqiyos"
upcoming,adj.,B2,"kelgusi, yaqinlashayotgan"
vaccine,n.,B2,vaksina
valid,adj.,B2,"to'g'ri, amal qiladigan"
verbal,adj.,B2,"og'zaki, verbal"
veteran,n.,B2,"faxriy, tajribali"
viable,adj.,C1,"amalga oshirilishi mumkin, hayotiy"
vibrant,adj.,C1,"jonli, hayotiy"
violation,n.,C1,"buzish, qoidabuzarlik"
virtually,adv.,B2,"deyarli, virtual"
vocal,adj.,C1,"ovozli, og'zaki"
voluntary,adj.,B2,ixtiyoriy
vulnerable,adj.,B2,"himoyasiz, zaif"
widespread,adj.,B2,"keng tarqalgan, ommaviy"
workforce,n.,B2,"ishchi kuchi, xodimlar"
